City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
540,Kahului,US,82.98,broken clouds,20.8947,-156.47,Maui Seaside Hotel
542,Miragoane,HT,82.81,overcast clouds,18.4423,-73.0876,Wj hotel
543,Waingapu,ID,81.05,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
544,Moses Lake,US,82.89,clear sky,47.1301,-119.2781,Ramada by Wyndham Moses Lake
547,Gleisdorf,AT,64.08,overcast clouds,47.1061,15.7127,Hotel Ambio
548,Sachin,IN,82.29,overcast clouds,21.0833,72.8833,Hotel Ashish
549,Wasilla,US,70.74,overcast clouds,61.5814,-149.4394,Alaska's Select Inn Wasilla
550,Banjarmasin,ID,80.74,overcast clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
552,Drayton Valley,CA,62.01,overcast clouds,53.2168,-114.9854,Service Plus Inns & Suites (Drayton Valley Hotel)
553,Muli,MV,81.86,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
554,Mollendo,PE,60.6,broken clouds,-17.0231,-72.0147,Hostal La Casa de Melgar
555,Kalmunai,LK,83.7,overcast clouds,7.4167,81.8167,VS Villa
556,Hastings,GB,60.78,clear sky,50.8552,0.5729,Zanzibar Hotel
558,Denpasar,ID,80.26,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
563,Coahuayana,MX,82.62,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
565,Alnashi,RU,63.99,overcast clouds,56.1874,52.4792,"Motel' ""Voyazh"""
567,Bat Yam,IL,76.15,scattered clouds,32.0231,34.7503,Ruth Daniel Residence Hotel
569,Watertown,US,68.7,clear sky,42.3709,-71.1828,16 Washburn Street Watertown MA
570,Charters Towers,AU,61.54,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
571,Biltine,TD,84.29,scattered clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
572,La Victoria,VE,71.08,broken clouds,10.2184,-67.3302,Hotel Hacienda El Recreo
573,Gewane,ET,78.37,overcast clouds,10.1664,40.6453,እንደገና ገዋኔ ሞቴል
577,Mangrol,IN,82.24,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
580,Southbridge,US,68.97,broken clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
586,Coolum Beach,AU,62.33,light rain,-26.5333,153.1,Coolum Beach Resort
588,College,US,74.21,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
590,Jasper,US,82.89,few clouds,37.2001,-94.3502,Guest House Motel
591,Lewistown,US,76.41,broken clouds,40.5992,-77.5714,Quality Inn & Suites
592,Diamantino,BR,75.09,overcast clouds,-14.4086,-56.4461,Hotel Delta
593,Ponta Delgada,PT,67.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
595,Ust-Tsilma,RU,60.12,overcast clouds,65.441,52.1498,U Praskov'i
596,The Pas,CA,82.42,broken clouds,53.8251,-101.2541,Wescana Inn
597,Zhangye,CN,81.39,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
598,Kansk,RU,64.62,overcast clouds,56.2017,95.7175,Хостел в Канске
599,Fort Nelson,CA,63.99,light intensity shower rain,58.8053,-122.7002,The Fort Nelson Hotel
600,Bani Walid,LY,70.66,clear sky,31.7566,13.9942,منزل مفتاح محمد الزلبي
602,Kaduqli,SD,74.1,overcast clouds,11.0167,29.7167,Nussyba
604,La Raya De Santa Maria,PA,76.64,overcast clouds,8.1667,-80.8167,Policía nacional La Raya Santa Maria
606,Meadow Lake,US,73.96,light rain,34.8014,-106.5436,TumbleWeed RV Park
607,Hirara,JP,84.81,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
609,Ahuimanu,US,82.85,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
610,Lichuan,CN,75.88,few clouds,30.3,108.85,Yuanlai Homestay
611,Sambava,MG,68.92,light rain,-14.2667,50.1667,Melrose
612,Presidencia Roque Saenz Pena,AR,74.1,overcast clouds,-26.7852,-60.4388,Hotel Gualok
614,Daska,PK,79.05,overcast clouds,32.3243,74.3497,Royal Dream Fort
615,Kulhudhuffushi,MV,80.89,overcast clouds,6.6221,73.07,Haajy Guest House 1
618,Pijijiapan,MX,79.86,clear sky,15.7011,-93.23,Hotel Rosita
620,Broome,US,63.37,clear sky,42.2506,-75.833,Chenango Valley State Park
621,Luanda,AO,69.8,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
623,Vung Tau,VN,77.58,light rain,10.346,107.0843,Seaside Resort
626,Sivas,TR,61.11,clear sky,39.7916,37.0019,Sivas Sultan Otel
627,Madison,US,76.5,scattered clouds,34.7334,-86.5667,Embassy Suites by Hilton Huntsville
628,Tsimlyansk,RU,71.1,clear sky,47.6461,42.1019,Baza Otdykha Chaika
629,Peniche,PT,70.29,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
630,Kalaleh,IR,73.08,clear sky,37.3807,55.4916,کلاله
633,Birobidzhan,RU,71.38,overcast clouds,48.8,132.95,Hotel Central (Vostok)
636,Morales,CO,60.46,overcast clouds,2.757,-76.6172,Finca Santa Catalina
637,Atyrau,KZ,68.02,clear sky,47.1167,51.8833,River Palace Hotel
638,Celestun,MX,79.68,overcast clouds,20.8667,-90.4,Posada Lilia
639,Cabedelo,BR,75.76,scattered clouds,-6.9811,-34.8339,Pousada Camboinha
642,Ankpa,NG,70.47,overcast clouds,7.3706,7.6253,AA Suites
645,Tutoia,BR,77.09,scattered clouds,-2.7619,-42.2744,Pousada Guará's
646,Kaputa,ZM,62.35,clear sky,-8.4689,29.6619,Chelelwa Charlets
647,Ureki,GE,69.76,clear sky,41.9956,41.7786,Hotel Ritsa
649,Phan Thiet,VN,76.91,moderate rain,10.9333,108.1,Hotel Saigon-PT
651,Gombe,NG,75.04,overcast clouds,10.2897,11.1673,Custodian Hotel Gombe
652,Itaueira,BR,71.51,clear sky,-7.6033,-43.0256,Pousada e Restaurante Cheiro e Sabor
655,Tavatuy,RU,64.24,broken clouds,57.0703,60.1336,Usad'ba Viktora
656,Hoi An,VN,80.56,light rain,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
659,Ormara,PK,82.98,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
660,Trairi,BR,77.95,overcast clouds,-3.2778,-39.2689,janelas do mar
663,Suruc,TR,76.21,clear sky,36.9761,38.425,PEHLİVANKESMESİ KÖYÜ
664,Mao,ES,70.36,clear sky,39.8885,4.2658,ARTIEM Capri
665,Khandbari,NP,75.42,scattered clouds,27.3747,87.2039,Sainik Hotel And Lodge
666,Manali,IN,82.49,overcast clouds,13.1667,80.2667,Sarathy Lodge
667,Techiman,GH,69.3,light rain,7.5862,-1.9414,KONTINENTAL LODGE
668,Macklin,CA,73.22,clear sky,52.3334,-109.9348,Macklin Motor Inn
670,Port Hedland,AU,64.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
673,Nadym,RU,64.33,few clouds,65.5333,72.5167,Apartment on Zvereva
675,Prainha,BR,74.95,clear sky,-1.8,-53.48,Casa Rocha
680,Ponnani,IN,74.52,overcast clouds,10.767,75.9252,Rouba Residency
681,Mabaruma,GY,74.55,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
683,Shaunavon,CA,75.94,overcast clouds,49.6501,-108.4181,Bear's Den Lodge
685,Loralai,PK,77.34,overcast clouds,30.3705,68.598,Saddam Hotel & Resturant
686,Porto Walter,BR,77.36,overcast clouds,-8.2686,-72.7439,Hotel Silva
688,Aswan,EG,83.59,overcast clouds,24.0934,32.907,Nuba Nile
689,Anaco,VE,74.3,scattered clouds,9.4389,-64.4728,SAIVEN MALL (SAIVEN C.A.)
