City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Koppies,ZA,-27.2418,27.5742,46.38,71,0,5.66,clear sky
351,Cherskiy,RU,68.75,161.3,49.21,53,96,12.57,overcast clouds
352,Jacareacanga,BR,-6.2222,-57.7528,76.19,75,89,1.05,overcast clouds
353,Pyapon,MM,16.2833,95.6833,76.3,97,100,4.9,overcast clouds
354,Jejuri,IN,18.2833,74.1667,70.72,87,100,10.02,overcast clouds
355,Pudozh,RU,61.8099,36.5345,56.75,88,87,4.63,overcast clouds
356,Bruck An Der Mur,AT,47.4036,15.2952,60.15,96,100,3.44,overcast clouds
357,Yar-Sale,RU,66.8333,70.8333,59.27,67,92,8.84,overcast clouds
358,Slonim,BY,53.0867,25.3219,51.49,95,100,4.52,overcast clouds
359,Nizwa,OM,22.9333,57.5333,77.32,90,100,0.58,moderate rain
360,San Cristobal,VE,7.7669,-72.225,75.38,99,99,3.65,overcast clouds
361,Houma,US,29.5958,-90.7195,87.8,74,0,9.22,clear sky
362,Northam,GB,51.0333,-4.2167,59.4,84,0,5.21,clear sky
363,Okhotsk,RU,59.3833,143.3,67.03,63,100,8.14,overcast clouds
364,Banda Aceh,ID,5.5577,95.3222,82.04,73,100,13.33,overcast clouds
365,Manta,EC,-0.95,-80.7333,74.98,83,75,12.66,broken clouds
366,Manzhouli,CN,49.6,117.4333,67.89,55,5,14.32,clear sky
367,Batagay-Alyta,RU,67.8006,130.4114,54.14,71,100,4.43,overcast clouds
368,Victor Harbor,AU,-35.5667,138.6167,51.01,76,100,11.72,overcast clouds
369,Pierre,US,44.3683,-100.351,93.85,54,0,13.8,clear sky
370,Zaria,NG,11.1113,7.7227,71.02,87,100,5.26,moderate rain
371,Samarai,PG,-10.6167,150.6667,82.67,73,52,9.48,broken clouds
372,Yerofey Pavlovich,RU,53.9667,121.9667,58.59,97,100,1.39,light rain
373,Road Town,VG,18.4167,-64.6167,82.49,83,40,9.22,scattered clouds
374,Amethi,IN,26.15,81.8167,89.01,55,0,11.68,clear sky
375,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,6.91,moderate rain
376,Alugan,PH,12.2188,125.4808,84.87,68,28,3.67,scattered clouds
377,Mount Gambier,AU,-37.8333,140.7667,42.71,100,40,9.22,scattered clouds
378,Sabalgarh,IN,26.25,77.4,89.19,58,96,1.92,overcast clouds
379,Cuamba,MZ,-14.8031,36.5372,55.94,76,0,1.95,clear sky
380,Faya,SA,18.3851,42.4509,64.51,30,100,9.6,overcast clouds
381,Mehamn,NO,71.0357,27.8492,53.51,93,100,2.3,overcast clouds
382,Amos,CA,48.5669,-78.1162,57.36,71,0,2.73,clear sky
383,Cabul-An,PH,10.15,124.05,82.49,78,75,10.36,broken clouds
384,Ahipara,NZ,-35.1667,173.1667,63.19,72,100,5.77,overcast clouds
385,Poso,ID,-1.3959,120.7524,76.23,92,100,5.95,light rain
386,Dingle,PH,10.9995,122.6711,81.99,83,40,12.62,scattered clouds
387,Soe,ID,-9.8607,124.284,66.15,91,100,4.16,overcast clouds
388,Goure,NE,13.9835,10.2704,82.15,55,40,13.33,scattered clouds
389,Kjustendil,BG,42.2839,22.6911,54.21,91,3,4.47,clear sky
390,Seymchan,RU,62.8833,152.4333,67.23,52,2,3.6,clear sky
391,Salinas,US,36.6777,-121.6555,79.41,65,0,8.14,clear sky
392,Kochetok,UA,49.8801,36.7372,67.5,54,100,3.58,overcast clouds
393,Saint Anthony,US,45.0205,-93.218,80.92,59,79,1.99,broken clouds
394,Stokmarknes,NO,68.5646,14.9108,46.38,93,44,5.75,scattered clouds
395,Shellbrook,CA,53.2168,-106.4011,76.23,69,1,9.78,clear sky
396,Iracoubo,GF,5.4802,-53.2011,76.93,89,100,7.16,overcast clouds
397,Ternate,ID,0.8,127.4,83.28,71,100,2.26,overcast clouds
398,Iturama,BR,-19.7281,-50.1956,69.67,38,5,5.75,clear sky
399,Poum,NC,-20.2333,164.0167,78.55,83,93,21.79,light rain
400,Valparaiso,CL,-33.0393,-71.6273,55.04,89,100,18.41,light rain
401,Birjand,IR,32.8663,59.2211,72.07,17,0,11.5,clear sky
402,Vanersborg,SE,58.3807,12.3234,58.95,71,100,2.3,overcast clouds
403,Ivankiv,UA,50.9386,29.8943,54.86,96,32,6.76,scattered clouds
404,Orodara,BF,10.9492,-4.9342,70.2,94,97,8.5,overcast clouds
405,San Jeronimo,PE,-11.9472,-75.2829,48.2,77,50,5.41,scattered clouds
406,Tsabong,BW,-26.0217,22.401,57.6,40,0,18.34,clear sky
407,Mpulungu,ZM,-8.7623,31.1141,64.02,66,3,10.31,clear sky
408,Kismayo,SO,-0.3582,42.5454,75.02,79,36,20.04,light rain
409,Nelson Bay,AU,-32.7167,152.15,54.0,99,90,13.0,light rain
410,Kapit,MY,2.0167,112.9333,79.48,84,100,0.81,overcast clouds
411,Twin Falls,US,42.3505,-114.6445,89.94,21,0,9.22,clear sky
412,Kyra,RU,49.5776,111.9753,65.34,48,6,11.59,clear sky
413,Maumelle,US,34.8668,-92.4043,93.06,64,63,10.27,broken clouds
414,Kutum,SD,14.2,24.6667,79.39,41,91,4.14,overcast clouds
415,Acapulco,MX,16.8634,-99.8901,82.51,82,81,9.55,broken clouds
416,Yinchuan,CN,38.4681,106.2731,75.16,41,0,7.9,clear sky
417,Buin,CL,-33.7333,-70.75,50.74,90,100,3.89,light rain
418,Makakilo City,US,21.3469,-158.0858,82.72,65,100,16.11,overcast clouds
419,Havoysund,NO,70.9963,24.6622,52.03,81,48,6.13,scattered clouds
420,Nishihara,JP,26.1842,127.7558,87.46,84,75,13.8,broken clouds
421,General Roca,AR,-39.0333,-67.5833,51.75,34,100,9.04,overcast clouds
422,Carauari,BR,-4.8828,-66.8958,73.35,96,74,2.73,moderate rain
423,Xingyi,CN,24.1877,102.817,66.79,89,49,1.7,scattered clouds
424,Fairview,US,40.8126,-73.999,77.36,55,0,3.44,clear sky
425,Baruun-Urt,MN,46.6806,113.2792,67.66,47,100,3.09,overcast clouds
426,Kununurra,AU,-15.7667,128.7333,67.98,32,0,13.8,clear sky
427,Tukrah,LY,32.5341,20.5791,78.13,67,0,14.81,clear sky
428,Mamallapuram,IN,12.6264,80.1722,82.45,66,100,14.07,overcast clouds
429,Camacha,PT,33.0833,-16.3333,63.82,94,40,14.97,scattered clouds
430,Sampit,ID,-2.5333,112.95,79.5,79,38,3.76,scattered clouds
431,Acarau,BR,-2.8856,-40.12,78.4,79,89,13.82,overcast clouds
432,Tilichiki,RU,60.4667,166.1,66.02,52,54,21.16,broken clouds
433,Trelew,AR,-43.249,-65.3051,46.62,57,100,2.28,overcast clouds
434,Elizabeth City,US,36.2946,-76.2511,79.0,91,40,4.61,scattered clouds
435,Hauterive,FR,46.0901,3.4459,57.96,81,1,0.94,clear sky
436,Anadyr,RU,64.75,177.4833,55.9,94,75,8.95,light rain
437,Abramovka,RU,51.1886,41.0202,65.59,58,18,9.28,few clouds
438,Najran,SA,17.4924,44.1277,84.85,32,100,5.64,overcast clouds
439,Bada,RU,51.392,109.8717,65.19,48,16,10.8,few clouds
440,Villa Carlos Paz,AR,-31.4241,-64.4978,74.48,44,6,4.0,clear sky
441,Ugento,IT,39.9263,18.1574,69.46,68,0,18.32,clear sky
442,Komsomolskiy,UZ,40.4272,71.7189,75.92,33,69,6.91,broken clouds
443,Abha,SA,18.2164,42.5053,64.22,55,40,11.5,scattered clouds
444,Hudiksvall,SE,61.729,17.1036,51.82,84,100,10.47,overcast clouds
445,Aktash,RU,50.3,87.7333,45.43,87,100,3.0,overcast clouds
446,Olga,RU,43.7444,135.2892,75.88,64,2,4.09,clear sky
447,Nioro,GM,13.35,-15.75,76.64,86,8,6.55,light rain
448,Trincomalee,LK,8.5711,81.2335,81.5,74,100,19.69,overcast clouds
449,Dongying,CN,37.4564,118.4856,81.3,70,100,13.27,overcast clouds
450,El Dovio,CO,4.5079,-76.2362,63.9,97,100,5.28,overcast clouds
451,Pinawa,CA,50.1489,-95.8811,73.02,91,26,11.9,scattered clouds
452,Sawtell,AU,-30.3833,153.1,60.82,55,0,6.91,clear sky
453,Kribi,CM,2.95,9.9167,75.29,87,100,7.7,light rain
454,Bandarbeyla,SO,9.4942,50.8122,77.76,65,36,29.42,scattered clouds
455,Barra Patuca,HN,15.8,-84.2833,79.47,86,8,7.76,clear sky
456,Inyonga,TZ,-6.7167,32.0667,56.07,62,0,4.63,clear sky
457,Khandyga,RU,62.6667,135.6,80.13,38,74,5.97,broken clouds
458,Abnub,EG,27.2696,31.1511,82.6,31,5,7.63,clear sky
459,Pangnirtung,CA,66.1451,-65.7125,45.97,77,76,2.84,broken clouds
460,Lichinga,MZ,-13.3128,35.2406,52.56,60,47,5.21,scattered clouds
461,Nantucket,US,41.2835,-70.0995,69.91,87,93,12.8,overcast clouds
462,Hami,CN,42.8,93.45,86.97,16,88,11.05,overcast clouds
463,Sabha,LY,27.0377,14.4283,83.97,38,10,17.65,clear sky
464,Shenjiamen,CN,29.9576,122.298,80.8,85,78,9.17,broken clouds
465,Beisfjord,NO,68.3751,17.5988,56.05,89,94,1.16,overcast clouds
466,Xinan,CN,26.72,119.8556,85.28,75,84,3.18,broken clouds
467,Castro Daire,PT,40.8984,-7.9338,70.72,25,0,2.98,clear sky
468,Turayf,SA,31.6725,38.6637,73.65,46,0,14.97,clear sky
469,Caraballeda,VE,10.6112,-66.8522,77.86,92,23,8.63,few clouds
470,Hit,IQ,33.6416,42.8251,88.02,22,0,16.13,clear sky
471,Kavaratti,IN,10.5669,72.642,81.09,81,100,22.68,overcast clouds
472,Linxi,CN,39.7,118.4333,68.41,93,100,6.91,overcast clouds
473,Lasa,IT,46.6166,10.7002,57.36,91,44,6.17,scattered clouds
474,Kiama,AU,-34.6833,150.8667,61.0,90,80,1.99,light rain
475,Akdepe,TM,42.0551,59.3788,69.89,40,1,8.46,clear sky
476,Ondjiva,AO,-17.0667,15.7333,54.55,46,0,7.02,clear sky
477,Vestmannaeyjar,IS,63.4427,-20.2734,52.23,89,100,15.79,overcast clouds
478,Pacifica,US,37.6138,-122.4869,78.71,81,75,12.66,broken clouds
479,Cuenca,EC,-2.8833,-78.9833,59.13,72,75,5.75,broken clouds
480,Barcelona,ES,41.3888,2.159,78.87,63,0,3.0,clear sky
481,Nouadhibou,MR,20.931,-17.0347,67.98,94,75,9.22,broken clouds
482,Tsiroanomandidy,MG,-18.7667,46.0333,51.46,77,0,4.25,clear sky
483,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,3.44,broken clouds
484,Kajaani,FI,64.2273,27.7285,57.25,100,40,4.61,scattered clouds
485,Sibu,MY,2.3,111.8167,75.51,94,20,3.44,few clouds
486,Cap-Aux-Meules,CA,47.3821,-61.8597,59.05,72,20,12.66,few clouds
487,Venado Tuerto,AR,-33.7456,-61.9688,57.76,87,1,5.5,clear sky
488,Oriximina,BR,-1.7656,-55.8661,79.7,72,100,3.29,overcast clouds
489,Youghal,IE,51.95,-7.8506,63.61,100,2,2.42,clear sky
490,Karhal,IN,27.0003,78.9414,87.51,59,100,10.33,overcast clouds
491,Chifeng,CN,42.2683,118.9636,81.3,38,84,8.46,broken clouds
492,Chietla,MX,18.5167,-98.5833,76.32,58,98,2.84,overcast clouds
493,Colac,AU,-38.3333,143.5833,51.84,75,0,8.57,clear sky
494,Verkhnyaya Inta,RU,65.9811,60.3094,59.54,67,96,5.82,overcast clouds
495,Turbat,PK,26.0023,63.044,82.99,83,32,3.06,light rain
496,Yabrud,SY,33.9674,36.6574,64.94,42,0,1.39,clear sky
497,Pemangkat,ID,1.1667,108.9667,80.53,75,21,5.19,few clouds
498,Senneterre,CA,48.3835,-77.2328,56.79,69,0,2.86,clear sky
499,Ciudad Bolivar,VE,8.1222,-63.5497,77.79,87,90,6.82,overcast clouds
500,Ust-Kuyga,RU,70.0167,135.6,63.93,42,98,13.94,overcast clouds
501,Tura,IN,25.5198,90.2201,78.78,85,16,4.12,few clouds
502,Immenstadt,DE,47.561,10.2199,60.62,69,81,3.22,broken clouds
503,Lloydminster,CA,53.2835,-110.0016,73.62,53,40,6.91,scattered clouds
504,Kargopol,RU,61.5071,38.9456,58.06,76,100,3.53,overcast clouds
505,Nanakuli,US,21.3906,-158.1547,84.15,61,100,16.11,overcast clouds
506,Port Macquarie,AU,-31.4333,152.9167,59.14,59,1,11.65,clear sky
507,Piopio,NZ,-38.4667,175.0167,59.09,91,100,3.87,overcast clouds
508,Cruzeiro Do Sul,BR,-29.5128,-51.9853,68.52,91,72,3.29,broken clouds
509,Pathein,MM,16.7833,94.7333,78.3,91,100,7.76,overcast clouds
510,Balkhash,KZ,46.844,74.9804,68.43,59,1,6.71,clear sky
511,Idrinskoye,RU,54.3708,92.1358,65.55,71,38,5.7,scattered clouds
512,Glendive,US,47.1053,-104.7125,86.49,58,2,9.4,clear sky
513,Sinnamary,GF,5.3833,-52.95,77.68,87,100,7.72,overcast clouds
514,Manggar,ID,-2.8833,108.2667,83.41,70,74,10.85,broken clouds
515,Gat,IL,31.61,34.7642,75.4,100,3,3.91,clear sky
516,Mayo,US,38.8876,-76.5119,72.01,92,100,1.01,overcast clouds
517,Torbay,CA,47.6666,-52.7314,57.27,88,75,10.36,broken clouds
518,Moyale,KE,3.5167,39.0584,62.4,78,74,12.44,broken clouds
519,Chumikan,RU,54.7183,135.315,51.58,98,100,7.09,light rain
520,Los Algarrobos,PA,8.5,-82.4333,73.81,94,75,9.22,broken clouds
521,Marsa Matruh,EG,31.3525,27.2453,76.71,72,0,12.75,clear sky
522,Mamit,IN,23.9333,92.4833,71.46,96,32,1.45,scattered clouds
523,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,88,75,7.76,light rain
524,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.89,84,5,15.1,clear sky
525,Manaus,BR,-3.1019,-60.025,82.89,74,0,4.61,clear sky
526,Goderich,CA,43.7501,-81.7165,64.72,63,0,6.91,clear sky
527,Tuni,IN,17.35,82.55,76.68,88,100,15.75,overcast clouds
528,Zumpahuacan,MX,18.9,-99.55,64.51,95,100,6.8,moderate rain
529,Tlaltenango,MX,19.1667,-98.3333,62.96,72,84,6.55,broken clouds
530,Letlhakeng,BW,-24.0944,25.0298,50.18,55,0,7.45,clear sky
531,Pergamino,AR,-33.89,-60.5736,60.19,87,0,7.2,clear sky
532,Port Lincoln,AU,-34.7333,135.8667,52.54,66,100,17.02,overcast clouds
533,Alingsas,SE,57.9303,12.5335,55.51,82,11,2.82,few clouds
534,Antofagasta,CL,-23.65,-70.4,58.28,83,100,7.96,overcast clouds
535,San Carlos Del Zulia,VE,9.0,-71.9135,78.17,83,91,5.03,overcast clouds
536,Ban Nahin,LA,18.2418,104.2122,79.07,91,70,0.96,broken clouds
537,Minas,UY,-34.3759,-55.2377,62.65,91,8,17.87,clear sky
538,Geraldton,AU,-28.7667,114.6,63.01,63,100,8.05,overcast clouds
539,Fereydun Kenar,IR,36.6864,52.5225,75.79,61,0,3.74,clear sky
540,Kahului,US,20.8947,-156.47,82.98,84,58,11.01,broken clouds
541,Svetlogorsk,BY,52.6333,29.7333,55.67,96,100,6.22,overcast clouds
542,Miragoane,HT,18.4423,-73.0876,82.81,72,98,2.77,overcast clouds
543,Waingapu,ID,-9.6567,120.2641,81.05,70,100,15.41,overcast clouds
544,Moses Lake,US,47.1301,-119.2781,82.89,21,0,16.02,clear sky
545,Hanmer Springs,NZ,-42.5167,172.8167,38.88,81,100,3.02,overcast clouds
546,Gladstone,AU,-23.85,151.25,58.93,51,0,8.05,clear sky
547,Gleisdorf,AT,47.1061,15.7127,64.08,78,100,3.69,overcast clouds
548,Sachin,IN,21.0833,72.8833,82.29,83,100,10.36,overcast clouds
549,Wasilla,US,61.5814,-149.4394,70.74,47,89,5.99,overcast clouds
550,Banjarmasin,ID,-3.3244,114.591,80.74,83,96,2.39,overcast clouds
551,Sao Joaquim,BR,-28.2939,-49.9317,47.73,93,76,3.42,broken clouds
552,Drayton Valley,CA,53.2168,-114.9854,62.01,86,100,9.51,overcast clouds
553,Muli,MV,2.9167,73.5667,81.86,77,100,14.38,overcast clouds
554,Mollendo,PE,-17.0231,-72.0147,60.6,84,71,5.03,broken clouds
555,Kalmunai,LK,7.4167,81.8167,83.7,59,100,8.9,overcast clouds
556,Hastings,GB,50.8552,0.5729,60.78,94,0,6.89,clear sky
557,Husavik,IS,66.0449,-17.3389,52.9,84,95,6.42,overcast clouds
558,Denpasar,ID,-8.65,115.2167,80.26,88,40,12.66,scattered clouds
559,Swan Hill,AU,-35.3378,143.5544,53.26,61,0,8.43,clear sky
560,Lodja,CD,-3.4833,23.4333,67.95,46,3,1.88,clear sky
561,Yelizovo,RU,53.1873,158.3805,91.54,46,20,4.47,few clouds
562,Warrnambool,AU,-38.3833,142.4833,49.8,75,0,12.55,clear sky
563,Coahuayana,MX,18.7333,-103.6833,82.62,79,100,4.09,overcast clouds
564,Blyth,GB,55.1271,-1.5086,59.07,77,0,6.91,clear sky
565,Alnashi,RU,56.1874,52.4792,63.99,88,93,2.04,overcast clouds
566,Alekseyevsk,RU,57.8406,108.3492,62.37,67,100,5.37,overcast clouds
567,Bat Yam,IL,32.0231,34.7503,76.15,84,40,9.22,scattered clouds
568,Kampene,CD,-3.6,26.6667,65.95,55,0,1.9,clear sky
569,Watertown,US,42.3709,-71.1828,68.7,67,5,1.99,clear sky
570,Charters Towers,AU,-20.1,146.2667,61.54,47,0,11.23,clear sky
571,Biltine,TD,14.5333,20.9167,84.29,43,48,7.25,scattered clouds
572,La Victoria,VE,10.2184,-67.3302,71.08,88,83,3.78,broken clouds
573,Gewane,ET,10.1664,40.6453,78.37,58,100,10.78,overcast clouds
574,Aitape,PG,-3.1374,142.3475,83.91,72,39,5.55,light rain
575,Onguday,RU,50.75,86.15,56.95,91,83,0.69,broken clouds
576,Dicabisagan,PH,17.0818,122.4157,86.02,71,52,5.01,broken clouds
577,Mangrol,IN,21.1167,70.1167,82.24,82,100,19.95,overcast clouds
578,Andenes,NO,69.3143,16.1194,51.93,93,9,5.75,clear sky
579,Isla Vista,US,34.4133,-119.861,92.37,28,2,8.59,clear sky
580,Southbridge,US,42.0751,-72.0334,68.97,68,69,3.83,broken clouds
581,Yerbogachen,RU,61.2767,108.0108,66.65,48,5,2.98,clear sky
582,Kem,RU,64.9555,34.5793,54.05,83,94,6.49,overcast clouds
583,Broken Hill,AU,-31.95,141.4333,49.5,56,0,6.04,clear sky
584,Oskarshamn,SE,57.2645,16.4484,55.98,73,14,8.9,few clouds
585,Amapa,BR,1.0,-52.0,71.1,99,85,2.1,overcast clouds
586,Coolum Beach,AU,-26.5333,153.1,62.33,70,42,9.95,light rain
587,Kamenka,RU,51.3223,42.7678,69.57,44,85,9.86,overcast clouds
588,College,US,64.8569,-147.8028,74.21,64,75,11.5,light rain
589,Roald,NO,62.5833,6.1333,54.16,93,100,8.05,overcast clouds
590,Jasper,US,37.2001,-94.3502,82.89,67,20,3.0,few clouds
591,Lewistown,US,40.5992,-77.5714,76.41,88,75,0.0,broken clouds
592,Diamantino,BR,-14.4086,-56.4461,75.09,44,100,4.74,overcast clouds
593,Ponta Delgada,PT,37.7333,-25.6667,67.5,77,75,9.22,broken clouds
594,Zuienkerke,BE,51.2525,3.1361,59.02,81,20,1.14,few clouds
595,Ust-Tsilma,RU,65.441,52.1498,60.12,63,100,1.03,overcast clouds
596,The Pas,CA,53.8251,-101.2541,82.42,54,75,8.05,broken clouds
597,Zhangye,CN,38.9342,100.4517,81.39,33,94,3.87,overcast clouds
598,Kansk,RU,56.2017,95.7175,64.62,76,95,1.12,overcast clouds
599,Fort Nelson,CA,58.8053,-122.7002,63.99,77,75,5.75,light intensity shower rain
600,Bani Walid,LY,31.7566,13.9942,70.66,76,2,6.64,clear sky
601,Shubarshi,KZ,48.5872,57.1869,68.94,55,6,6.46,clear sky
602,Kaduqli,SD,11.0167,29.7167,74.1,83,100,3.89,overcast clouds
603,Deniliquin,AU,-35.5333,144.9667,54.75,55,0,8.34,clear sky
604,La Raya De Santa Maria,PA,8.1667,-80.8167,76.64,92,100,6.44,overcast clouds
605,Katangli,RU,51.7102,143.2326,74.77,61,1,5.79,clear sky
606,Meadow Lake,US,34.8014,-106.5436,73.96,63,100,7.02,light rain
607,Hirara,JP,24.8,125.2833,84.81,75,73,12.82,broken clouds
608,Aranos,NA,-24.1333,19.1167,48.15,47,2,7.09,clear sky
609,Ahuimanu,US,21.4447,-157.8378,82.85,73,50,8.01,scattered clouds
610,Lichuan,CN,30.3,108.85,75.88,80,13,3.67,few clouds
611,Sambava,MG,-14.2667,50.1667,68.92,85,68,13.38,light rain
612,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,74.1,42,100,8.25,overcast clouds
613,Margate,GB,51.3813,1.3862,58.3,87,0,5.21,clear sky
614,Daska,PK,32.3243,74.3497,79.05,82,100,9.53,overcast clouds
615,Kulhudhuffushi,MV,6.6221,73.07,80.89,82,100,17.27,overcast clouds
616,Kiruna,SE,67.8557,20.2251,49.12,87,20,4.61,few clouds
617,Umm Kaddadah,SD,13.6017,26.6876,81.43,58,96,14.97,overcast clouds
618,Pijijiapan,MX,15.7011,-93.23,79.86,90,6,0.85,clear sky
619,Brus Laguna,HN,15.75,-84.4833,76.15,95,17,2.8,few clouds
620,Broome,US,42.2506,-75.833,63.37,82,0,4.56,clear sky
621,Luanda,AO,-8.8368,13.2343,69.8,83,75,6.91,broken clouds
622,Bulgan,MN,48.8125,103.5347,58.69,76,100,3.13,overcast clouds
623,Vung Tau,VN,10.346,107.0843,77.58,82,100,14.54,light rain
624,Berlevag,NO,70.8578,29.0864,53.55,82,100,1.14,overcast clouds
625,Sitka,US,57.0531,-135.33,57.45,91,100,2.08,light rain
626,Sivas,TR,39.7916,37.0019,61.11,70,8,2.06,clear sky
627,Madison,US,34.7334,-86.5667,76.5,92,40,6.91,scattered clouds
628,Tsimlyansk,RU,47.6461,42.1019,71.1,49,6,9.33,clear sky
629,Peniche,PT,39.3558,-9.3811,70.29,92,0,8.88,clear sky
630,Kalaleh,IR,37.3807,55.4916,73.08,65,2,2.37,clear sky
631,Alice Springs,AU,-23.7,133.8833,51.35,50,0,14.97,clear sky
632,Kaohsiung,TW,22.6163,120.3133,89.04,71,40,3.44,scattered clouds
633,Birobidzhan,RU,48.8,132.95,71.38,86,100,6.2,overcast clouds
634,Cusco,PE,-13.5183,-71.9781,48.43,62,20,4.61,few clouds
635,Ustynivka,UA,47.9551,32.5367,63.07,81,100,15.12,overcast clouds
636,Morales,CO,2.757,-76.6172,60.46,93,100,1.7,overcast clouds
637,Atyrau,KZ,47.1167,51.8833,68.02,52,0,6.71,clear sky
638,Celestun,MX,20.8667,-90.4,79.68,84,93,6.67,overcast clouds
639,Cabedelo,BR,-6.9811,-34.8339,75.76,85,27,15.28,scattered clouds
640,Panguipulli,CL,-39.6333,-72.3333,42.19,99,100,2.06,moderate rain
641,Hare Bay,CA,48.8499,-54.0148,58.35,84,40,8.08,scattered clouds
642,Ankpa,NG,7.3706,7.6253,70.47,97,100,7.31,overcast clouds
643,Vostok,RU,46.4856,135.8833,74.21,57,100,1.3,overcast clouds
644,Rawson,AR,-43.3002,-65.1023,47.62,61,100,4.92,overcast clouds
645,Tutoia,BR,-2.7619,-42.2744,77.09,87,41,8.46,scattered clouds
646,Kaputa,ZM,-8.4689,29.6619,62.35,65,2,1.97,clear sky
647,Ureki,GE,41.9956,41.7786,69.76,90,5,4.97,clear sky
648,Kaoma,ZM,-14.7833,24.8,49.75,72,0,5.59,clear sky
649,Phan Thiet,VN,10.9333,108.1,76.91,85,97,12.82,moderate rain
650,Qasigiannguit,GL,68.8193,-51.1922,50.25,89,92,3.2,overcast clouds
651,Gombe,NG,10.2897,11.1673,75.04,81,100,15.1,overcast clouds
652,Itaueira,BR,-7.6033,-43.0256,71.51,56,7,3.36,clear sky
653,La Sarre,CA,48.8002,-79.1996,59.67,67,0,3.09,clear sky
654,San Carlos De Bariloche,AR,-41.1456,-71.3082,36.25,77,98,5.28,overcast clouds
655,Tavatuy,RU,57.0703,60.1336,64.24,82,80,2.68,broken clouds
656,Hoi An,VN,15.8794,108.335,80.56,91,100,6.02,light rain
657,La Rioja,ES,42.25,-2.5,58.78,56,0,5.75,clear sky
658,Aripuana,BR,-9.1667,-60.6333,76.19,58,6,1.72,clear sky
659,Ormara,PK,25.2088,64.6357,82.98,83,93,6.46,overcast clouds
660,Trairi,BR,-3.2778,-39.2689,77.95,78,100,10.38,overcast clouds
661,Birao,CF,10.2849,22.7882,73.42,80,100,1.81,light rain
662,Nelidovo,RU,56.2211,32.7774,58.1,97,100,4.25,light rain
663,Suruc,TR,36.9761,38.425,76.21,53,0,14.05,clear sky
664,Mao,ES,39.8885,4.2658,70.36,78,0,4.61,clear sky
665,Khandbari,NP,27.3747,87.2039,75.42,82,28,1.05,scattered clouds
666,Manali,IN,13.1667,80.2667,82.49,78,100,12.21,overcast clouds
667,Techiman,GH,7.5862,-1.9414,69.3,98,100,5.17,light rain
668,Macklin,CA,52.3334,-109.9348,73.22,53,3,6.96,clear sky
669,Taoudenni,ML,22.6783,-3.9836,99.99,7,56,8.39,broken clouds
670,Port Hedland,AU,-20.3167,118.5667,64.45,25,0,11.5,clear sky
671,Port Hawkesbury,CA,45.6169,-61.3485,57.58,83,6,4.21,clear sky
672,Daitari,IN,21.1,85.75,76.41,86,100,5.41,overcast clouds
673,Nadym,RU,65.5333,72.5167,64.33,65,12,8.63,few clouds
674,Beringovskiy,RU,63.05,179.3167,48.63,90,100,9.69,light rain
675,Prainha,BR,-1.8,-53.48,74.95,84,6,3.47,clear sky
676,Tungor,RU,53.3808,142.9564,78.4,57,0,13.69,clear sky
677,Forest Hill,US,32.6721,-97.2692,103.17,32,75,11.5,broken clouds
678,Coquimbo,CL,-29.9533,-71.3436,56.26,84,100,5.35,overcast clouds
679,Tera,NE,14.0078,0.7531,86.5,53,79,10.58,broken clouds
680,Ponnani,IN,10.767,75.9252,74.52,88,100,14.25,overcast clouds
681,Mabaruma,GY,8.2,-59.7833,74.55,98,100,2.04,overcast clouds
682,Malangali,TZ,-8.5667,34.85,53.8,76,14,10.49,few clouds
683,Shaunavon,CA,49.6501,-108.4181,75.94,47,85,11.45,overcast clouds
684,Nanlong,CN,31.3533,106.0631,87.19,70,32,5.12,scattered clouds
685,Loralai,PK,30.3705,68.598,77.34,69,96,2.51,overcast clouds
686,Porto Walter,BR,-8.2686,-72.7439,77.36,72,85,2.57,overcast clouds
687,Kangaatsiaq,GL,68.3065,-53.4641,40.86,90,96,6.85,overcast clouds
688,Aswan,EG,24.0934,32.907,83.59,25,96,8.5,overcast clouds
689,Anaco,VE,9.4389,-64.4728,74.3,88,26,6.49,scattered clouds
690,Blagoyevo,RU,63.3667,47.9167,61.57,65,99,1.66,overcast clouds
691,Taltal,CL,-25.4,-70.4833,58.73,74,45,1.68,scattered clouds
692,Guthrie,US,35.8789,-97.4253,96.57,51,0,13.42,clear sky
693,Whyalla,AU,-33.0333,137.5833,52.23,56,92,13.62,overcast clouds
694,Rassvet,RU,46.8333,40.75,77.29,45,72,24.61,broken clouds
